Shops,ATMs,Downtown,Weekday,Center,High,Withdraw
988,11,1,1,0,1,68.19455836
94,4,0,1,0,0,14.42718922
95,4,0,1,0,0,14.83453907
1002,6,1,0,1,0,98.02227034
101,2,0,0,1,0,23.70327127
1014,11,1,1,0,1,70.81872076
1042,9,1,0,0,0,76.55876833
1011,10,1,1,0,0,68.97267526
1045,10,1,1,0,1,75.71222469
95,4,0,1,1,1,18.37745739
1010,8,1,0,0,0,73.92122598
102,4,0,1,0,0,14.04553608
100,1,0,1,1,0,21.09890397
1009,10,1,1,0,0,69.56986979
986,5,1,1,0,0,73.09426701
106,4,0,0,1,1,23.18924685
968,11,1,1,1,0,66.71652063
1020,10,1,0,1,0,96.75553922
1027,12,1,1,0,1,71.06501961
996,8,1,1,0,0,71.13775458
1020,9,1,1,0,0,71.99005453
971,13,1,1,0,0,63.56502277
952,10,1,0,0,0,65.69561803
1003,9,1,0,0,0,72.48540477
970,10,1,1,0,1,67.58202751
1011,11,1,1,0,1,70.89481626
1038,11,1,0,0,0,74.39800624
1014,11,1,1,0,0,69.12173048
1008,10,1,1,0,0,69.61533022
991,12,1,1,0,1,66.90649699
1005,10,1,0,0,1,72.54290245
1000,9,1,1,0,0,70.84208714
1019,12,1,1,0,0,68.40675721
109,2,0,1,0,0,17.31344075
990,10,1,0,1,0,92.68769029
1009,12,1,1,0,1,68.18146939
98,3,0,0,0,0,16.64748997
91,3,0,1,0,0,15.91296776
986,7,1,1,0,0,70.44533901
1002,14,1,1,0,0,65.88422282
1013,10,1,1,0,0,70.10426301
1009,15,1,0,0,1,68.05899768
97,2,0,1,1,0,19.98809993
998,12,1,1,0,0,66.96872164
984,11,1,1,0,1,67.65457488
1007,9,1,0,0,0,72.46384116
94,5,0,0,0,1,16.37262462
1020,11,1,1,1,0,73.87154735
1028,10,1,0,1,0,96.93432677
108,2,0,1,1,0,19.48503976
1016,11,1,1,0,0,69.63218183
98,4,0,1,0,0,13.58747494
999,10,1,1,0,0,69.09204666
99,3,0,1,0,0,16.01099658
991,6,1,0,0,0,74.64740486
1032,9,1,1,0,1,74.89127332
978,10,1,1,1,0,69.45748329
979,12,1,1,0,0,64.59876405
966,10,1,1,0,0,64.82719894
110,4,0,0,0,1,17.23624361
978,11,1,1,0,1,66.5358936
1003,13,1,1,0,0,66.48533119
95,3,0,1,0,0,15.07023468
92,2,0,0,0,1,19.64016607
1041,7,1,0,0,1,80.16529982
101,0,0,1,0,0,18.62540109
972,13,1,0,0,1,66.19314792
1033,9,1,1,0,0,73.98583988
98,3,0,1,0,1,15.6105125
979,9,1,1,0,0,68.39229305
1038,12,1,1,0,0,70.4516078
998,9,1,1,0,1,71.65936373
1034,11,1,1,0,0,72.29134274
96,2,0,1,0,0,17.04466907
1016,10,1,1,1,0,73.38552029
1016,12,1,1,0,0,68.70312517
99,3,0,1,0,0,16.19198422
1019,13,1,0,0,1,71.09785636
989,10,1,1,0,1,69.2722179
975,7,1,1,0,0,69.28271413
1014,13,1,1,0,0,67.37182669
103,4,0,1,0,0,14.79333365
1018,10,1,1,0,0,70.95392327
1001,8,1,1,1,1,74.83245219
107,3,0,0,0,1,19.33468222
104,4,0,0,0,1,17.50160247
1011,10,1,1,0,1,70.77480995
992,11,1,1,0,0,67.52539945
972,12,1,1,0,0,64.30840876
993,10,1,1,1,0,71.15753935
94,2,0,0,0,1,18.73826332
974,11,1,0,0,0,66.71702875
991,12,1,1,1,0,69.1416656
80,2,0,0,0,0,18.08022846
952,11,1,1,0,0,63.47056806
987,11,1,1,0,0,66.86840898
983,14,1,1,0,0,62.89666084
99,3,0,0,0,0,18.29009884
107,2,0,0,0,1,19.33361166
984,10,1,1,0,0,67.15248525
998,8,1,0,0,0,72.59430178
984,10,1,0,0,0,69.18999407
96,4,0,1,0,0,14.3952146
1006,12,1,1,0,0,67.41991628
100,5,0,1,0,1,14.24404361
93,2,0,1,0,1,16.48794511
968,10,1,1,0,0,64.62715769
96,2,0,1,0,1,17.00277697
1028,7,1,0,0,1,78.28878421
108,2,0,1,0,1,16.56209987
95,4,0,1,0,0,13.66070193
1029,7,1,0,0,1,79.55263648
93,2,0,0,0,0,18.51724576
97,4,0,1,0,1,15.73933354
1045,14,1,1,0,0,69.82594644
1034,12,1,0,0,0,72.72689913
1014,8,1,1,0,0,72.12865636
999,8,1,1,0,0,70.98281006
964,12,1,0,0,1,65.73074513
974,8,1,1,0,0,68.61250221
96,3,0,1,0,0,15.74965069
1014,15,1,1,1,0,68.47353748
1013,9,1,1,0,0,71.48420817
955,11,1,1,0,0,63.22681165
977,11,1,0,0,0,67.59239808
1043,10,1,0,0,0,76.17867411
96,3,0,0,0,0,17.06345327
1006,9,1,1,0,1,71.27685447
981,10,1,1,0,0,66.90212932
1008,11,1,0,0,1,72.45618624
1011,8,1,1,0,0,72.14123364
97,3,0,1,0,0,15.00372967
993,11,1,0,0,0,68.40534109
990,7,1,1,0,0,71.20019416
987,10,1,1,0,0,66.85443966
1006,7,1,0,0,0,74.94109926
1018,12,1,0,0,0,71.44873152
1001,9,1,1,0,0,69.42806276
1001,11,1,1,0,1,69.36840312
1028,15,1,0,0,0,69.4035847
996,10,1,0,0,0,70.46678537
102,3,0,1,1,0,18.54931034
1045,12,1,0,0,0,74.52612759
96,3,0,1,0,0,15.31868369
1024,9,1,0,0,1,75.90282378
1008,11,1,0,0,0,71.59819017
94,3,0,1,0,1,17.21626805
1016,12,1,1,0,0,68.27322759
999,13,1,0,0,0,67.51120558
1002,9,1,1,1,0,73.18995622
1000,11,1,0,0,0,70.34739177
991,9,1,1,0,0,68.94623705
105,5,0,1,0,0,14.17419627
975,10,1,1,0,0,66.37168745
99,3,0,0,0,1,19.82681482
109,2,0,1,0,0,16.58375694
984,13,1,0,0,1,66.51443886
1010,12,1,1,0,0,68.21611239
1020,11,1,0,0,1,72.03095949
956,10,1,0,0,1,67.03474593
998,10,1,0,0,0,71.27356777
986,11,1,1,0,0,67.463392
1012,14,1,1,0,0,66.59279109
108,2,0,0,0,0,18.46347665
99,3,0,1,0,0,15.87176883
988,12,1,0,0,1,69.19424062
990,9,1,1,0,0,69.17034884
1013,10,1,1,0,0,70.89983852
96,4,0,1,1,0,17.19923655
982,12,1,1,0,1,65.87623536
1002,12,1,1,0,1,68.60826576
1000,8,1,1,0,0,71.23770294
1019,10,1,1,0,0,70.98023051
1013,11,1,0,0,0,71.76644522
105,4,0,1,1,0,16.76983299
1001,10,1,1,0,1,70.89558289
976,7,1,0,1,0,93.67983196
995,8,1,1,1,0,73.45980174
97,4,0,1,0,1,16.6933287
1022,10,1,1,1,1,75.42617199
1000,16,1,1,0,0,62.70196127
97,2,0,0,0,0,19.07138951
1011,11,1,1,0,1,70.29270428
96,4,0,1,0,0,14.73223509
998,10,1,1,0,0,69.2368761
103,3,0,0,1,0,22.7219553
84,2,0,1,0,1,17.36704455
1004,7,1,0,0,0,74.08956747
978,7,1,1,0,0,69.97320063
992,4,1,0,0,1,77.02064791
1027,10,1,1,0,1,72.75779008
92,2,0,0,0,0,18.73473956
1012,9,1,1,0,0,71.78613726
1003,12,1,0,0,1,70.49924876
97,4,0,1,0,0,14.36884499
1014,7,1,1,0,0,73.92478572
109,3,0,0,0,0,17.45453598
968,5,1,1,0,1,71.37833004
993,13,1,0,0,1,68.70826894
1005,6,1,1,0,0,73.88737336
1000,8,1,0,0,0,72.95629143
981,14,1,1,0,0,61.94258519
998,12,1,1,1,1,69.81169677
1001,10,1,1,1,0,71.91899976
104,3,0,1,0,0,16.08603726
100,3,0,1,1,1,18.80357884
96,3,0,0,1,1,22.66569984
102,3,0,0,0,0,17.87669427
976,11,1,1,0,1,66.6633296
1002,11,1,0,0,0,71.36837463
1000,10,1,1,0,1,69.6063499
114,4,0,0,0,1,18.08037278
991,8,1,0,0,0,72.04409414
1004,10,1,1,0,0,69.63553506
1011,10,1,0,1,0,96.31176009
1020,8,1,1,0,1,74.00783029
984,10,1,1,0,1,68.41845096
995,8,1,1,0,0,70.9123621
1005,8,1,1,0,0,72.01890249
997,10,1,0,0,0,69.86852829
1001,11,1,1,0,0,69.42644822
1021,9,1,1,1,0,75.78544568
1018,9,1,1,1,1,75.83959241
990,10,1,0,0,0,70.53345506
98,2,0,0,1,1,24.79323172
980,10,1,0,0,1,69.85580743
991,11,1,1,0,0,67.52140201
97,2,0,0,0,1,19.87453979
943,11,1,1,0,0,62.27457004
961,8,1,1,0,0,66.19668904
100,3,0,0,0,1,18.23907119
998,7,1,0,0,1,75.30005483
98,4,0,0,0,0,16.87210213
1030,9,1,1,0,0,74.24806151
106,3,0,1,0,0,15.88294419
92,3,0,0,1,1,23.56602266
997,9,1,1,0,1,70.47002958
1029,13,1,1,0,0,68.88796665
999,12,1,1,0,1,67.57679717
95,3,0,1,0,0,15.29897729
1019,11,1,1,0,0,69.59844706
963,10,1,1,0,1,65.07424845
1004,10,1,1,0,1,70.46158293
1041,14,1,1,0,1,70.9836209
975,9,1,1,0,1,68.80932986
1019,11,1,1,0,0,71.01409737
982,6,1,0,0,1,74.01892421
991,10,1,1,0,0,67.79169842
985,11,1,0,0,0,68.55145016
1031,8,1,0,0,0,75.82958556
99,4,0,1,0,0,13.63019006
104,4,0,1,0,1,15.62541425
978,7,1,1,0,0,68.90554599
980,13,1,1,0,0,63.91574262
1000,13,1,0,0,0,68.23670408
103,2,0,0,0,0,19.16239253
999,11,1,0,0,0,69.45868077
1005,10,1,1,0,0,68.95549897
980,9,1,0,0,0,69.30988292
966,12,1,1,0,1,63.77800844
985,7,1,1,0,1,70.78125474
992,11,1,1,0,0,67.47734588
995,12,1,1,1,1,69.83580883
1007,10,1,0,0,1,72.8411674
99,3,0,1,0,0,15.62381696
100,3,0,1,0,0,14.84447744
972,10,1,0,0,0,68.19353857
974,9,1,0,0,1,69.87348463
103,3,0,1,0,1,16.33090116
103,2,0,1,0,1,18.96987455
1014,14,1,1,0,0,66.81179622
101,4,0,1,0,1,16.07776798
100,3,0,1,0,0,15.35375268
934,10,1,0,0,1,64.78097427
1001,11,1,1,0,0,67.74513589
104,3,0,0,0,0,17.68268161
974,9,1,1,0,1,67.9450178
973,13,1,0,0,0,65.67761294
999,12,1,0,0,0,69.3427222
999,11,1,0,0,0,70.02750503
109,2,0,1,1,0,19.819853
1016,12,1,1,0,1,69.25381477
995,9,1,1,0,1,70.32377655
998,13,1,1,0,0,65.07795473
1006,11,1,1,0,1,69.68812748
1007,12,1,1,1,0,71.11740232
115,5,0,0,1,1,21.90061592
938,10,1,0,0,0,65.36553664
102,3,0,1,0,1,15.71998772
1014,9,1,0,1,0,97.04561193
1018,7,1,0,0,0,76.51966407
112,3,0,1,0,0,15.84479689
97,3,0,0,0,0,18.02004533
92,2,0,0,0,1,19.26690429
1007,8,1,1,0,0,72.41163184
1003,13,1,0,0,1,69.56918252
1018,11,1,1,0,0,69.75840852
103,3,0,0,0,1,18.09616012
1041,11,1,0,0,0,74.99935958
970,11,1,0,0,0,66.4005631
1012,9,1,1,0,1,72.29235805
997,8,1,1,0,1,71.88236139
1000,7,1,1,0,0,71.69921723
1016,8,1,1,0,0,72.13181788
1023,11,1,0,0,0,72.35371347
111,3,0,0,0,1,18.29622714
982,8,1,1,0,0,69.40473186
979,12,1,1,0,0,64.35468785
998,13,1,0,0,1,68.73854439
975,13,1,1,0,1,64.79582137
992,14,1,1,0,0,64.73187671
93,2,0,0,0,1,19.12291915
1026,11,1,1,0,0,70.2161183
1026,7,1,1,0,0,73.44291841
992,11,1,0,0,1,70.12235017
1032,11,1,0,0,1,74.26705548
103,4,0,1,0,1,16.04052115
984,12,1,0,0,0,67.19590961
107,3,0,1,0,0,15.09953198
953,12,1,1,0,1,62.66054071
967,9,1,1,0,1,67.73093344
975,9,1,1,0,0,67.81563732
96,5,0,1,0,0,13.38513304
1022,8,1,1,0,0,73.65336725
97,2,0,1,0,0,16.19647466
106,2,0,1,0,0,16.00998412
1020,11,1,1,0,0,70.59608187
1001,13,1,1,0,0,65.98569134
92,2,0,0,1,0,23.71436602
969,8,1,1,0,0,67.46700096
1007,10,1,1,0,1,70.24346544
91,2,0,1,0,0,15.91058916
1001,10,1,1,0,0,69.17996688
97,3,0,1,0,1,16.21435308
109,3,0,1,0,1,15.48840952
112,4,0,1,0,1,15.83423147
1036,14,1,1,0,1,69.73145221
997,12,1,1,0,1,66.55177438
98,1,0,1,0,1,18.23707492
985,7,1,1,0,1,71.58555856
1046,10,1,0,0,0,75.95604826
101,2,0,1,0,1,17.81972217
990,8,1,0,0,0,71.75986567
984,16,1,0,0,1,63.63284757
1003,10,1,1,0,0,68.79082999
99,2,0,1,1,1,19.33908508
97,2,0,1,0,1,17.99317511
1001,6,1,1,0,0,73.5387761
107,2,0,1,0,1,17.35520384
990,12,1,1,0,0,66.0499827
958,11,1,1,0,0,63.53260314
993,12,1,1,0,0,66.03844969
991,5,1,1,0,0,73.56597506
99,2,0,0,0,0,18.02789772
104,2,0,1,0,0,16.40035481
102,3,0,1,0,1,17.10796268
1018,11,1,1,0,0,70.35760956
998,8,1,1,0,0,70.80852934
996,13,1,1,0,0,65.8798633
991,8,1,1,0,1,70.00923698
101,3,0,0,0,0,17.93404242
1027,12,1,0,0,1,72.48472238
1004,10,1,1,0,0,68.53025087
999,10,1,1,0,0,68.80557533
1020,14,1,1,0,0,67.39059341
105,4,0,1,0,1,15.90446561
99,3,0,1,0,0,15.20642267
1006,9,1,0,0,0,72.06031684
999,11,1,1,0,1,69.37017205
992,13,1,1,0,0,65.34654405
1003,8,1,1,0,1,71.65765853
91,5,0,1,0,0,13.91297234
103,3,0,1,0,0,15.60736318
1003,11,1,1,0,0,68.15947881
1009,12,1,1,0,1,67.99758349
99,4,0,1,0,0,14.39897776
993,11,1,1,1,0,70.04247278
1001,13,1,1,0,0,66.73277286
99,3,0,1,0,0,15.3219964
99,4,0,1,0,0,14.12952034
104,3,0,1,0,1,16.32368523
95,2,0,1,1,0,19.50608937
993,11,1,1,0,1,68.45978259
993,6,1,0,0,0,74.2127708
106,2,0,0,1,0,23.77806166
988,13,1,1,0,1,65.80798239
1029,10,1,0,0,0,73.73388642
1013,8,1,1,0,0,71.7081367
1017,9,1,1,0,0,71.11864698
1011,10,1,1,0,1,72.04727294
1017,10,1,1,0,0,70.19115489
97,3,0,1,0,1,16.97197785
96,4,0,0,0,0,16.10246486
1045,6,1,0,0,0,79.42066783
1022,8,1,1,0,0,73.45854816
91,3,0,1,1,1,19.90035766
106,1,0,1,0,0,17.58533622
1003,10,1,1,0,0,69.3140554
988,7,1,1,0,0,70.70771477
987,12,1,1,0,0,65.13238773
1032,9,1,1,1,0,77.18873928
1022,10,1,1,0,1,72.64719846
1005,11,1,1,0,1,69.34116549
96,3,0,0,0,0,17.04324505
1001,8,1,0,0,0,73.68844447
105,2,0,1,0,0,17.20920606
1041,11,1,1,0,0,72.96597407
985,10,1,1,0,0,66.99923477
990,7,1,1,0,0,70.70020045
993,12,1,1,0,1,67.1583453
987,7,1,0,0,1,74.28530414
987,9,1,1,0,0,69.37880247
105,1,0,1,0,0,17.2410471
988,5,1,0,0,1,75.98334477
101,2,0,1,1,0,19.63838194
1025,11,1,1,0,0,70.83950134
100,5,0,1,0,0,13.74091404
997,11,1,0,0,0,68.93124687
995,15,1,1,0,0,63.86898153
1002,7,1,0,1,0,96.79145302
1044,10,1,0,0,0,75.82577722
1033,8,1,1,0,0,74.19089773
1016,7,1,0,0,0,76.93579727
999,9,1,1,0,0,68.97289404
1030,9,1,1,1,0,76.07818532
1005,10,1,0,0,1,72.40050107
86,2,0,1,0,1,18.35343399
100,3,0,1,0,1,16.63548089
991,9,1,1,0,1,70.05358445
105,4,0,1,0,0,14.74318448
110,3,0,1,0,0,16.00817656
105,3,0,1,0,1,16.47974891
1023,10,1,1,0,0,71.38138998
99,1,0,1,0,1,17.77424163
101,3,0,1,1,1,19.1838156
100,3,0,1,0,0,14.63632702
993,8,1,0,0,0,73.15079129
1064,10,1,0,1,1,103.964065
971,11,1,0,0,0,66.95385557
99,4,0,1,0,0,14.58316758
990,13,1,1,0,1,65.42315339
1005,12,1,0,0,0,69.488611
998,9,1,1,0,0,68.97286184
984,8,1,1,0,0,69.65289674
1020,8,1,0,1,1,99.9637722
1016,11,1,0,0,0,71.61680073
105,3,0,1,0,0,16.37040319
975,9,1,1,0,0,67.15934207
1007,10,1,1,0,0,69.31217331
1002,12,1,1,0,0,67.11423808
996,9,1,1,0,0,69.57034295
1004,8,1,1,0,0,70.3660204
89,2,0,1,0,1,16.91845485
100,3,0,1,0,0,15.56661623
100,4,0,1,0,0,13.72359818
966,10,1,0,0,1,68.37871922
98,4,0,1,0,0,15.06931557
92,3,0,1,0,0,15.76881087
987,11,1,1,0,0,67.15839354
992,5,1,0,0,1,76.69605957
1001,10,1,1,0,1,70.99722056
1024,12,1,1,0,0,69.8017757
103,4,0,0,0,1,17.66715367
104,3,0,1,0,0,15.60567767
1022,10,1,1,0,0,71.17937719
1009,11,1,1,0,0,68.56392846
1002,9,1,1,0,0,70.303202
102,3,0,1,0,0,15.99778151
1013,12,1,1,0,1,69.1100297
979,8,1,1,0,1,69.66713868
1005,11,1,1,0,1,69.70241848
1016,10,1,0,0,0,73.29968747
977,11,1,0,1,0,90.18210556
1035,9,1,0,0,0,75.32628839
98,3,0,1,1,0,18.3963233
100,3,0,0,0,1,19.33737654
100,3,0,1,0,0,15.73736059
1028,12,1,0,0,0,72.73337119
986,11,1,1,0,0,67.10196457
103,3,0,0,0,0,16.65823806
998,7,1,0,0,0,73.46745965
81,3,0,0,0,0,16.33322929
107,4,0,1,0,0,13.7072924
1023,8,1,1,0,1,74.73255592
994,9,1,0,0,1,72.87685067
101,3,0,1,0,1,15.77727666
101,2,0,0,1,0,23.43917048
992,9,1,1,1,0,71.34030179
97,4,0,0,0,1,17.84915526
100,2,0,0,0,0,18.35289773
956,12,1,1,0,0,61.51487457
103,1,0,1,0,0,17.00949282
1021,12,1,1,0,0,69.18251889
98,5,0,1,1,0,15.86392756
996,10,1,1,1,0,71.66574016
108,2,0,1,0,0,16.80501907
1010,10,1,0,0,0,71.67581831
1017,11,1,0,0,0,72.13363329
1005,13,1,1,0,0,66.82499496
972,7,1,0,0,1,71.81159942
1020,11,1,1,0,1,71.16318161
1038,11,1,0,0,0,74.43556245
991,10,1,0,0,0,69.9185782
100,2,0,1,0,0,16.32396722
1008,10,1,1,0,0,69.32579753
997,14,1,1,0,0,65.18648262
997,8,1,1,0,0,70.97194964
1000,10,1,1,0,0,69.15865763
980,10,1,1,0,0,66.80475956
979,7,1,1,0,0,69.22584946
1035,10,1,0,0,0,74.9265353
999,9,1,0,0,0,72.31485438
1026,10,1,1,1,0,75.6805068
980,13,1,1,0,1,65.00074524
1020,13,1,1,0,0,69.4460224
1025,11,1,1,1,0,73.42824982
100,4,0,1,0,0,13.96426529
1004,10,1,0,0,1,72.53397168
1031,11,1,0,0,0,74.16912075
93,2,0,1,0,0,16.26840606
107,2,0,1,0,1,18.39048009
1017,8,1,1,0,0,73.13134133
102,1,0,1,1,0,20.3968523
97,3,0,1,0,0,14.62767627
101,2,0,1,1,0,20.05893213
1000,10,1,1,0,1,70.18185854
1027,9,1,1,0,0,74.1644115
979,11,1,1,0,1,66.82441469
1026,10,1,1,0,1,72.98444136
99,3,0,1,1,0,18.15469693
1006,10,1,1,0,0,69.52851192
89,5,0,0,0,1,16.19668239
957,8,1,1,0,0,67.07466423
997,10,1,0,0,0,70.07538423
1024,10,1,1,0,0,71.61775439
1003,8,1,1,0,1,71.88303113
966,10,1,1,1,1,70.2274667
1014,10,1,0,0,0,71.63981443
986,10,1,0,0,0,69.34057805
999,7,1,1,0,1,72.68897476
1001,9,1,1,0,0,69.88093436
986,8,1,1,1,0,73.15487277
1013,8,1,1,0,0,71.70588024
102,4,0,1,0,0,14.243756
1016,10,1,0,1,0,96.00496848
1014,14,1,1,0,0,66.33133223
1015,7,1,1,0,1,73.45926686
1017,9,1,1,0,1,72.84702353
979,11,1,1,0,0,65.62444224
94,1,0,1,0,1,18.88484626
103,4,0,1,0,0,14.23466037
1031,10,1,1,0,1,72.52160556
94,4,0,0,0,0,16.21401539
1025,4,1,0,0,0,79.56276466
988,11,1,1,0,0,66.99647185
1019,9,1,1,0,0,72.70237373
997,12,1,1,0,1,67.53861852
998,8,1,1,0,0,70.85001583
102,2,0,1,1,1,20.1435019
992,12,1,1,0,0,65.98369451
98,2,0,1,0,0,16.65495955
1024,10,1,0,0,1,74.52485688
985,17,1,1,0,0,59.95012213
102,3,0,1,0,0,15.80093528
1006,12,1,0,0,0,69.70750315
988,8,1,1,0,1,70.51129308
1006,10,1,0,0,1,71.71413454
940,12,1,1,0,0,60.52924694
101,1,0,0,1,1,26.29465911
1013,7,1,0,0,0,76.23239886
106,3,0,1,0,0,15.62739251
975,12,1,0,0,0,67.2753057
1001,8,1,0,0,1,74.39024677
995,11,1,0,0,0,68.89901476
1009,11,1,1,0,1,69.02809961
95,1,0,1,0,0,17.1346616
970,9,1,1,0,0,67.19615386
1002,8,1,0,0,0,73.1730313
1002,11,1,0,0,0,69.9770061
1044,11,1,1,0,0,73.88435196
1005,10,1,0,0,0,72.93038736
948,9,1,1,0,0,64.47369226
103,4,0,1,0,1,15.78955437
978,8,1,1,1,1,73.07193326
1003,8,1,1,0,1,72.10304484
104,2,0,1,0,1,18.09070894
96,2,0,1,0,0,16.45556098
103,4,0,0,0,0,16.21044764
999,11,1,1,0,0,67.20923135
997,9,1,1,0,0,69.79447909
970,10,1,1,1,1,69.32776094
1009,10,1,1,0,0,70.96245222
990,8,1,1,1,0,72.9357359
110,2,0,1,0,0,17.1991832
998,12,1,1,1,0,70.16761557
104,3,0,1,0,0,16.21674353
97,4,0,1,0,0,14.45695597
108,4,0,1,0,0,14.05048043
972,14,1,0,0,1,65.47547258
990,14,1,1,0,0,64.3633091
998,10,1,0,0,0,70.39458119
91,1,0,1,0,0,17.47259479
1000,10,1,0,1,0,93.75713376
1017,13,1,0,0,1,70.0289646
1003,6,1,0,0,1,76.61543264
987,13,1,1,0,0,65.4181133
979,7,1,1,0,0,68.39978935
98,5,0,0,0,0,15.42128039
101,3,0,0,0,1,18.29977185
1002,9,1,0,0,0,72.18579999
992,9,1,1,0,0,68.82342087
997,9,1,1,0,0,68.87764361
995,11,1,1,0,0,67.08688729
1005,10,1,0,0,0,71.9346473
969,11,1,1,0,0,65.92479167
1005,12,1,1,0,0,67.1842005
958,11,1,1,0,0,62.68470334
988,10,1,1,1,1,72.80118487
979,7,1,1,0,0,69.32432789
1029,8,1,1,0,0,73.14937288
1021,10,1,0,0,0,72.99442245
1053,5,1,1,1,1,84.27931864
95,2,0,1,0,0,16.61067486
1020,12,1,1,0,0,69.94436509
960,10,1,1,0,1,66.23190077
104,3,0,1,0,0,15.6341783
1002,10,1,1,0,0,69.70518258
1011,14,1,1,0,0,66.07136986
995,8,1,0,0,0,72.47616012
970,12,1,1,0,1,65.42366462
978,10,1,1,0,1,67.36146935
1030,8,1,0,0,1,78.60295583
973,10,1,1,0,0,65.84406749
105,4,0,1,0,0,14.00454638
93,3,0,1,0,0,15.72159155
1005,10,1,1,0,1,70.3209118
1030,11,1,0,0,0,73.37277255
95,4,0,1,0,0,14.57858883
995,11,1,1,0,0,67.81303608
994,12,1,1,0,0,66.33372619
1024,10,1,1,1,0,73.89256343
1006,8,1,1,0,0,71.77209586
1028,8,1,1,0,0,75.25510309
101,4,0,1,0,1,16.19339336
98,4,0,0,0,0,16.85292572
974,13,1,1,0,1,63.96779698
991,11,1,1,0,0,67.28912429
101,3,0,1,0,1,16.51979691
998,8,1,1,0,0,70.66105685
1000,9,1,0,0,0,72.49767227
986,8,1,1,0,0,69.88210404
1003,4,1,0,0,0,77.29980381
94,2,0,1,0,0,16.47340603
984,7,1,0,0,1,73.40961239
1024,6,1,1,0,0,76.11517263
1002,9,1,0,0,1,72.97331493
1004,11,1,1,0,0,68.6518266
1005,10,1,1,0,0,69.41380101
998,10,1,1,0,0,68.95381083
98,2,0,0,0,1,18.93085765
92,3,0,0,1,1,23.27735084
1010,8,1,1,0,0,71.05838627
978,11,1,1,0,0,64.9745222
96,3,0,0,0,0,18.10991671
989,11,1,1,0,0,66.62907258
987,10,1,1,0,0,67.46129105
108,4,0,1,0,0,14.57232218
95,3,0,0,1,0,22.56699112
100,4,0,0,0,0,16.32522577
974,9,1,1,0,0,67.37799721
105,1,0,1,0,1,19.87997326
102,2,0,0,0,0,19.55688664
1018,7,1,1,0,1,74.62628814
104,3,0,1,0,0,14.51897907
1015,9,1,0,0,0,73.35516773
100,2,0,1,1,0,19.75587001
1005,10,1,0,0,1,72.08666919
96,2,0,1,0,0,16.62253978
989,9,1,1,0,0,68.85334394
100,2,0,1,0,0,15.84990157
1008,11,1,1,0,0,68.7852491
1010,8,1,1,0,0,71.98458864
1003,8,1,0,0,0,73.12444027
969,9,1,1,0,1,67.47250749
970,9,1,0,0,0,68.50567189
1020,11,1,1,0,0,70.42796282
987,10,1,0,0,0,69.48200877
966,5,1,1,0,0,71.25428445
1013,12,1,0,1,0,94.02578135
997,6,1,1,0,0,72.14605649
109,4,0,1,0,0,15.65231544
99,2,0,1,0,0,17.10977005
989,15,1,0,0,0,65.1874705
107,7,0,1,0,1,12.38266207
995,11,1,1,0,1,68.82207874
99,3,0,0,0,0,17.00331257
1003,11,1,1,0,0,68.55434579
994,7,1,0,0,0,73.27202418
982,10,1,1,1,0,69.62355906
1034,14,1,0,0,1,72.30436881
1008,12,1,1,0,0,68.90775125
995,12,1,0,0,1,69.55612612
985,10,1,1,0,1,67.89936984
1029,10,1,0,0,0,74.32619772
1008,11,1,0,0,1,72.19550658
996,7,1,0,0,1,74.7823254
109,5,0,1,0,0,14.08957742
103,2,0,1,0,1,17.43149291
1042,8,1,0,0,0,77.7099666
1006,12,1,0,0,0,69.59767832
1033,8,1,1,0,0,74.45827438
1011,9,1,1,0,0,71.24616934
1012,12,1,1,0,0,69.01234388
1005,4,1,1,0,0,75.23140462
101,3,0,0,0,0,18.1432284
105,4,0,1,0,0,14.69143911
970,10,1,1,0,0,66.25436775
996,11,1,1,0,0,67.52010385
1016,12,1,0,1,0,93.76352327
1024,12,1,1,0,1,70.2235221
1011,10,1,1,0,0,69.83727651
109,4,0,0,0,0,16.84127568
991,9,1,1,0,0,69.24707722
108,4,0,1,0,0,15.1859112
992,13,1,0,0,0,66.84350569
1028,8,1,0,0,0,76.74793061
999,7,1,1,0,1,72.83175283
98,2,0,1,0,1,17.96987361
999,13,1,1,0,1,67.53486752
1013,9,1,1,0,0,71.01120313
108,2,0,0,0,1,19.54154211
983,10,1,0,0,0,69.18563533
979,10,1,1,1,0,69.17208423
1001,10,1,0,0,1,72.11098413
1028,11,1,0,0,1,74.1741713
946,8,1,1,0,0,65.3567478
102,2,0,1,0,0,17.0215991
104,5,0,1,0,0,13.18348116
993,11,1,0,0,1,69.12110962
96,2,0,1,0,1,16.86189426
100,3,0,1,0,0,15.33845954
985,10,1,1,0,0,66.96531903
1017,11,1,0,0,0,71.2741086
1002,11,1,1,0,0,68.57818508
1010,8,1,0,0,0,73.57736517
963,10,1,1,0,0,63.48462104
1029,11,1,0,0,1,74.2921609
1003,11,1,1,0,1,68.61527656
1008,9,1,1,0,0,71.86145838
956,9,1,1,0,1,66.32449545
104,2,0,1,0,0,16.82307868
1006,13,1,1,0,0,66.13835298
97,4,0,0,0,0,16.20265239
99,3,0,1,1,0,18.76734236
986,14,1,1,0,0,62.75346342
982,8,1,0,0,1,72.06067297
1003,9,1,0,0,1,73.44876015
107,2,0,0,0,0,18.98564005
92,3,0,1,0,0,15.66438461
999,10,1,1,0,0,68.95424639
101,3,0,0,0,1,18.08896124
